Budget Year Name,Account Type,Balance Type,Current Stage Desc,Unit And Desc,DEPT,Subunit And Desc,Child Fund And Desc,Child Project And Desc,Program And Desc,Child Acct And Desc, Year Amount SUM 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G362510 - HOPWA 2009 FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 990 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G368710 - SHP/HFSN FY 10-11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 890 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G362310 - THP-MATILDA CLEVELAND FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 190 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G368810 - THP/FIT FY 10-11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 190 
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2103 - HUD-ESG/SHP/HOPWA,G359610 - EMERGENCY SHELTER GRANT FY10/11,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 1,030 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2108 - HUD-CDBG,G05650 - OCD ADMINISTRATION,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 6,580 "
FY10-11,Expense,Estimate,pre-test Midcycle,75651 - Senior Aide Program,Department of Human Services,No SubUnit,2114 - Department of Labor,G361010 - SENIOR AIDES FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 58,770 "
FY10-11,Expense,Estimate,pre-test Midcycle,75241 - Senior Companion Program,Department of Human Services,No SubUnit,2120 - Federal Action Agency,G361310 - SCP/FED FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 4,170 "
FY10-11,Expense,Estimate,pre-test Midcycle,75241 - Senior Companion Program,Department of Human Services,No SubUnit,2120 - Federal Action Agency,G361610 - FGP/FED FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 120 
FY10-11,Expense,Estimate,pre-test Midcycle,75231 - Multipurpose Senior Service Program,Department of Human Services,No SubUnit,2128 - Department of Health and Human Services,G363920 - MSSP CASE MGMT FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 31,870 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2159 - State of California Other,G358410 - CAP/CSBG 2010 - ADMIN,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 26,000 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2159 - State of California Other,G261710 - MAA PROGRAM ACTIVITIES,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 3,150 "
FY10-11,Expense,Estimate,pre-test Midcycle,78231 - Head Start Unit,Department of Human Services,No SubUnit,2159 - State of California Other,G359910 - EVEN START FY10/11 SAN ANTONIO,"YS13 - STRENGTHENING CHILDREN, YOUTH & FAMILIES",51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 5,040 "
FY10-11,Expense,Estimate,pre-test Midcycle,78111 - Department of Human Services: Administration,Department of Human Services,No SubUnit,2159 - State of California Other,G358610 - CAP/CSBG 2011 ¿ ADMIN,SC22 - FOSTERING SAFE AND HEALTHY COMMUNITIES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 26,000 "
FY10-11,Expense,Estimate,pre-test Midcycle,75221 - Linkages Program,Department of Human Services,No SubUnit,2160 - County of Alameda: Grants,G360810 - TCM FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 1,950 "
FY10-11,Expense,Estimate,pre-test Midcycle,U10751 - Traffic BFO,Police Services Agency,107510 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,0000000 - UNDETERMINED PROJECT,PS14 - TRAFFIC OPERATIONS,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 1,980 "
FY10-11,Expense,Estimate,pre-test Midcycle,04211 - Litigation,City Attorney,No SubUnit,2190 - Private Grants,G234810 - NEIGHBORHOOD LAW CORPS,IP20 - NEIGHBORHOOD LAW CORP (NLC),51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," (7,760)"
FY10-11,Expense,Estimate,pre-test Midcycle,75651 - Senior Aide Program,Department of Human Services,No SubUnit,2195 - Workforce Investment Act,G361030 - WIA/ASSETS FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 12,090 "
FY10-11,Expense,Estimate,pre-test Midcycle,75621 - Oakland Paratransit for Elderly and Disabled,Department of Human Services,No SubUnit,2213 - Measure B: Paratransit - ACTIA,G360210 - OPED ADMIN FY10/11,YS14 - EMPOWERING SENIORS & PEOPLE WITH DISABILITY,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 9,550 "
FY10-11,Expense,Estimate,pre-test Midcycle,08931 - Parking: Meter Operations,Finance and Management Agency,No SubUnit,2230 - State Gas Tax,0000000 - UNDETERMINED PROJECT,IP60 - PARKING MANAGEMENT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), (430)
FY10-11,Expense,Estimate,pre-test Midcycle,61221 - Main Library Administration,Library,No SubUnit,2240 - Library Services Retention-Enhancement,0000000 - UNDETERMINED PROJECT,NB37 - LIBRARY SYSTEMWIDE SUPPORT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 4,210 "
FY10-11,Expense,Estimate,pre-test Midcycle,61221 - Main Library Administration,Library,No SubUnit,2240 - Library Services Retention-Enhancement,0000000 - UNDETERMINED PROJECT,NB16 - MAIN LIBRARY SERVICES,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 11,170 "
FY10-11,Expense,Estimate,pre-test Midcycle,20912 - Measure N - Paramedic,Fire Services Agency,No SubUnit,2250 - Measure N: Fund,0000000 - UNDETERMINED PROJECT,PS19 - EMERGENCY MEDICAL RESPONSE,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 52,610 "
FY10-11,Expense,Estimate,pre-test Midcycle,20311 - Fire Marshal's Office,Fire Services Agency,No SubUnit,2321 - Wildland Fire Prevention Assess District,0000000 - UNDETERMINED PROJECT,PS23 - FIRE PREVENTION BUREAU,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 1,800 "
FY10-11,Expense,Estimate,pre-test Midcycle,U10112 - Internal Affairs,Police Services Agency,101120 - Internal Affairs,2607 - Department of Justice-COPS Hiring Recovery Program (ARRA),0000000 - UNDETERMINED PROJECT,PS02 - INTERNAL AFFAIRS,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 230 
FY10-11,Expense,Estimate,pre-test Midcycle,U10711 - Police Area 1,Police Services Agency,107110 - Police Area 1,2607 - Department of Justice-COPS Hiring Recovery Program (ARRA),0000000 - UNDETERMINED PROJECT,PS11 - PATROL AREA 1,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 8,530 "
FY10-11,Expense,Estimate,pre-test Midcycle,30656 - Building Maintenance: Plumbing,Public Works Agency,No SubUnit,4400 - City Facilities,0000000 - UNDETERMINED PROJECT,IN02 - FACILITIES MANAGEMENT & DEVELOPMENT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," (1,130)"
FY10-11,Expense,Estimate,pre-test Midcycle,08721 - Treasury: Operations,Finance and Management Agency,No SubUnit,6520 - Fire Area - Redemption,0000000 - UNDETERMINED PROJECT,IP59 - FINANCIAL MANAGEMENT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement), 470 
FY10-11,Expense,Estimate,pre-test Midcycle,08111 - Finance and Management: Administration,Finance and Management Agency,No SubUnit,7100 - Police and Fire Retirement System,0000000 - UNDETERMINED PROJECT,0000 - Undetermined Program,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 2,090 "
FY10-11,Expense,Estimate,pre-test Midcycle,08111 - Finance and Management: Administration,Finance and Management Agency,No SubUnit,7120 - Oakland Municipal Employees' Retirement System OMERS,0000000 - UNDETERMINED PROJECT,IP59 - FINANCIAL MANAGEMENT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 2,090 "
FY10-11,Expense,Estimate,pre-test Midcycle,02111 - City Administrator: Administration,City Administrator,No SubUnit,7780 - Oakland Redevelopment Agency Projects (ORA),A260810 - ORA CLEARING PROJ,IP03 - ADMINISTRATION,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 21,820 "
FY10-11,Expense,Estimate,pre-test Midcycle,04111 - City Attorney: Administration,City Attorney,No SubUnit,7780 - Oakland Redevelopment Agency Projects (ORA),A260810 - ORA CLEARING PROJ,IP19 - LEGAL SUPPORT & OPERATIONS,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 5,780 "
FY10-11,Expense,Estimate,pre-test Midcycle,03121 - City Clerk,City Clerk,No SubUnit,7780 - Oakland Redevelopment Agency Projects (ORA),A260810 - ORA CLEARING PROJ,IP16 - CUSTOMER SERVICES/PUBLIC RELATIONS,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 4,620 "
FY10-11,Expense,Estimate,pre-test Midcycle,88629 - Redevelopment Director,Community and Economic Development Agency,No SubUnit,7780 - Oakland Redevelopment Agency Projects (ORA),A260830 - ORA CLEARING PROJ EXCLDNG LOWMOD,SC12 - COLISEUM,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," (800,000)"
FY10-11,Expense,Estimate,pre-test Midcycle,08111 - Finance and Management: Administration,Finance and Management Agency,No SubUnit,7780 - Oakland Redevelopment Agency Projects (ORA),A260810 - ORA CLEARING PROJ,IP59 - FINANCIAL MANAGEMENT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 6,270 "
FY10-11,Expense,Estimate,pre-test Midcycle,01111 - Mayor: Administration,Mayor,No SubUnit,7780 - Oakland Redevelopment Agency Projects (ORA),A260810 - ORA CLEARING PROJ,IP01 - MAYOR'S SUPPORT,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 12,230 "
FY10-11,Expense,Estimate,pre-test Midcycle,U10771 - Special Operations,Police Services Agency,107710 - Special Operations,7780 - Oakland Redevelopment Agency Projects (ORA),P233210 - CENTRAL  CITY EAST REPAYMENT AGREEMENT,PS11 - PATROL AREA 1,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 1,330 "
FY10-11,Expense,Estimate,pre-test Midcycle,U10771 - Special Operations,Police Services Agency,107710 - Special Operations,7780 - Oakland Redevelopment Agency Projects (ORA),C82620 - COLISEUM,PS11 - PATROL AREA 1,51911 - Adjustments: Miscellaneous Payroll Adjustments (Subject to Retirement)," 14,800 "
FY10-11,Expense,Estimate,pre-test Midcycle,02111 - City Administrator: Administration,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP03 - ADMINISTRATION,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (87,470)"
FY10-11,Expense,Estimate,pre-test Midcycle,02811 - Budget Division,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP12 - BUDGET ANALYSIS & OPERATIONS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (13,570)"
FY10-11,Expense,Estimate,pre-test Midcycle,02311 - Equal Opportunity Programs,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP07 - EMPLOYMENT OPPORTUNITY PROGRAM,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (7,190)"
FY10-11,Expense,Estimate,pre-test Midcycle,02711 - Public Ethics,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP11 - PUBLIC ETHICS COMMISSION,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (4,060)"
FY10-11,Expense,Estimate,pre-test Midcycle,02211 - Citizens' Police Review Board,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP06 - CITIZENS POLICE REVIEW BOARD,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," 19,710 "
FY10-11,Expense,Estimate,pre-test Midcycle,02121 - Equal Access,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP05 - EQUAL ACCESS OFFICE,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (17,510)"
FY10-11,Expense,Estimate,pre-test Midcycle,02111 - City Administrator: Administration,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP02 - OAKLAND ASSISTANCE CENTER,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (2,230)"
FY10-11,Expense,Estimate,pre-test Midcycle,02511 - ADA Programs,City Administrator,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,YS10 - AMERICANS WITH DISABILITIES ACT PROGRAMS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (4,050)"
FY10-11,Expense,Estimate,pre-test Midcycle,04111 - City Attorney: Administration,City Attorney,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP17 - LITIGATION SERVICES,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (13,650)"
FY10-11,Expense,Estimate,pre-test Midcycle,04111 - City Attorney: Administration,City Attorney,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP18 - ADVISORY SERVICES,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (29,310)"
FY10-11,Expense,Estimate,pre-test Midcycle,04111 - City Attorney: Administration,City Attorney,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP19 - LEGAL SUPPORT & OPERATIONS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," 51,690 "
FY10-11,Expense,Estimate,pre-test Midcycle,04211 - Litigation,City Attorney,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP17 - LITIGATION SERVICES,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (27,850)"
FY10-11,Expense,Estimate,pre-test Midcycle,04311 - Advisory,City Attorney,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP18 - ADVISORY SERVICES,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (60,300)"
FY10-11,Expense,Estimate,pre-test Midcycle,07111 - City Auditor,City Auditor,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP54 - AUDITING,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (349,020)"
FY10-11,Expense,Estimate,pre-test Midcycle,03121 - City Clerk,City Clerk,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP15 - ELECTIONS & POLITICAL COMPLIANCE,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," 2,000 "
FY10-11,Expense,Estimate,pre-test Midcycle,03121 - City Clerk,City Clerk,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP14 - AGENDA MANAGEMENT,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," 2,400 "
FY10-11,Expense,Estimate,pre-test Midcycle,00011 - City Council: Administration,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (17,840)"
FY10-11,Expense,Estimate,pre-test Midcycle,00711 - District Seven,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
FY10-11,Expense,Estimate,pre-test Midcycle,00411 - District Four,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
FY10-11,Expense,Estimate,pre-test Midcycle,00511 - District Five,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
FY10-11,Expense,Estimate,pre-test Midcycle,00911 - Council At Large,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
FY10-11,Expense,Estimate,pre-test Midcycle,00311 - District Three,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
FY10-11,Expense,Estimate,pre-test Midcycle,00111 - District One,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
FY10-11,Expense,Estimate,pre-test Midcycle,00211 - District Two,City Council,No SubUnit,1010 - General Fund: General Purpose,0000000 - UNDETERMINED PROJECT,IP52 - POLICY ANALYSIS,51912 - Adjustments: Miscellaneous Payroll (Not Subject to Retirement)," (16,690)"
